CLIENT_ZIP,SITE_ID,SITE_LATITUDE,SITE_LONGITUDE,SITE_ZIP,DISTINCT_INTERACTION_ID_CNT
53223,20058,43.0386567,-87.91364,53203,2
53219,27874,43.0127552,-88.0005271,53214,1
53210,28400,43.0488227,-87.9278883,53205,17
54601,16626,43.7806792,-91.2318502,54601,1
55921,None,,,,1
54669,12703,43.0923884,-89.3525366,53704,2
53211,28435,43.0409377,-87.9365218,53233,1
53206,28622,43.0607703,-87.934476,53205,13
53202,27411,43.0535766,-87.9286927,53205,1
53202,26934,43.0453982,-87.9001095,53202,3
53046,28397,43.0210082,-87.9968633,53214,1
53216,28434,43.0409377,-87.9365218,53233,1
53216,27715,43.0411607,-87.9142099,53203,3
53214,27235,43.0175128,-88.0583091,53214,1
53213,28400,43.0488227,-87.9278883,53205,3
53215,30499,43.00679569,-88.02960138,53214,5
53208,27055,43.0395821,-87.9198778,53233,5
53225,12770,35.20783477,-80.83076703,28235,1
53206,27745,43.0625038,-87.9771504,53210,6
53221,27614,38.9036883,-77.0074877,20002,1
53209,28405,43.0488227,-87.9278883,53205,2
53216,30167,43.1156658,-87.9865502,53218,1
53216,19942,38.851059,-77.050559,22202,1
53202,37385,43.0344171,-87.9429391,53233,1
53051,30107,43.0073399,-88.2232192,53186,1
53212,28626,43.0081457,-88.2256718,53186,1
53225,28397,43.0210082,-87.9968633,53214,6
53206,20037,0,0,,4
53210,37288,43.0533748,-89.3955318,53715,1
53223,27715,43.0411607,-87.9142099,53203,1
53207,19318,42.9943092,-87.9134072,53207,3
53094,12703,43.0923884,-89.3525366,53704,1
53210,27171,43.0418686,-87.9084624,53202,1
53218,27240,43.1368903,-88.0073999,53223,3
53206,33027,43.0555576,-87.9145566,53212,1
54669,9630,43.8735305,-91.1974905,54650,1
54636,37424,43.8094582,-91.2413557,54601,1
53402,28130,42.7300554,-87.9606641,53177,1
53216,28511,43.0551291,-87.9327909,53205,1
53208,41157,43.0488227,-87.9278883,53205,3
53218,28405,43.0488227,-87.9278883,53205,3
53207,27055,43.0395821,-87.9198778,53233,1
53206,29059,43.0482662,-87.9275249,53205,2
53218,27576,43.0773764,-87.9580253,53216,1
53204,27643,43.094395,-87.9059365,53212,1
53210,19397,43.0383536,-87.9361611,53233,1
53213,29704,38.8120934,-77.0405248,22314,1
53206,7749,43.073728,-89.3823586,53703,1
53521,32762,42.8717865,-89.533508,53508,1
53222,28399,43.0210082,-87.9968633,53214,1
53140,28349,42.6265411,-87.8286103,53140,1
53206,27533,42.972029,-87.91947462,53221,1
53212,29956,43.0760178,-87.9140969,53212,2
53223,27533,42.972029,-87.91947462,53221,1
53204,28405,43.0488227,-87.9278883,53205,2
53208,27533,42.972029,-87.91947462,53221,2
53222,27745,43.0625038,-87.9771504,53210,2
53221,28159,43.0395821,-87.9198778,53233,1
53210,30167,43.1156658,-87.9865502,53218,3
53206,30604,43.0889624,-87.9746973,53216,1
53219,28118,43.0160702,-88.0065798,53214,1
53225,27621,43.0565334,-87.9879237,53208,1
53207,28405,43.0488227,-87.9278883,53205,1
53205,28505,43.1192086,-88.0324478,53225,3
53212,26951,43.0696125,-87.9161658,53212,2
53207,30499,43.00679569,-88.02960138,53214,1
53210,28159,43.0395821,-87.9198778,53233,3
53210,26939,43.068056,-87.9507688,53210,2
53214,29028,43.0389226,-87.962498,53208,1
53206,19221,43.0383261,-87.9346292,53233,1
53206,28153,43.0386745,-87.9199844,53203,2
53704,5970,43.0795015,-89.3780435,53703,1
53142,28273,42.5970446,-87.8564334,53144,1
53210,37851,43.0415872,-87.9240961,53233,2
53211,37820,43.0483622,-87.9296885,53205,1
53212,None,,,,3
53224,27428,43.0439809,-87.9086048,53202,1
53402,19215,43.0210082,-87.9968633,53214,1
53221,28600,43.0418686,-87.9084624,53202,1
53132,28397,43.0210082,-87.9968633,53214,1
53212,27417,43.0555576,-87.9145566,53212,1
53204,29715,43.1281001,-87.9909694,53218,2
53186,12634,43.03884557,-87.91469278,53203,1
53215,1681,38.90477389,-77.0162909,20405,1
53208,27555,43.0511886,-87.939263,53205,1
53188,12097,43.0603089,-89.2885089,53718,1
53218,28386,40.85448247,-74.42679331,,1
53209,35386,43.1414864,-87.958403,53209,1
54601,11411,43.8164908,-91.2368844,54601,1
54615,7489,43.8838955,-91.2309818,54650,1
54669,11877,43.8178198,-91.2309843,54601,1
54669,19162,34.08826696,-118.3718289,90069,1
53212,27715,43.0411607,-87.9142099,53203,1
53189,28618,43.0100475,-88.2314369,53186,1
53405,35856,42.7019582,-87.8138859,53403,1
53223,None,,,,2
54650,11520,43.812545,-91.228595,54601,1
53573,7489,43.8838955,-91.2309818,54650,1
53208,36213,43.060187,-87.932939,53205,1
53216,28617,43.0136678,-88.237429,53188,1
53216,36837,43.04414,-87.949609,53208,1
53208,27083,43.0613891,-87.9751641,53210,1
53223,37587,43.1423223,-87.9539741,53209,1
53227,19318,42.9943092,-87.9134072,53207,1
53218,26890,43.0607301,-87.8800439,53211,1
53206,19321,42.9943092,-87.9134072,53207,1
53208,28193,43.0210082,-87.9968633,53214,1
53224,27658,43.1244822,-87.9850609,53218,1
53214,28949,43.020389,-87.9327909,53204,1
53204,27182,43.0944347,-87.9058966,53212,1
53218,,,,,2
53214,28118,43.0160702,-88.0065798,53214,1
53209,28439,43.042531,-87.94918,53208,1
53218,29697,43.1116189,-87.9641853,53209,2
53218,20032,43.0741802,-89.4611365,53705,1
54601,11635,43.7806792,-91.2318502,54601,1
54636,11930,43.7923931,-91.2566846,54601,1
53202,37819,43.0433344,-87.9240303,53233,1
53215,27621,43.0565334,-87.9879237,53208,2
53219,27737,43.0530363,-87.934476,53205,1
53214,35474,43.012833,-87.992762,53214,1
53218,20035,43.08082581,-89.39213926,53701,1
53209,27084,43.1188947,-87.9982818,53218,2
53208,19499,41.25178064,-96.13101696,68010,1
53212,36285,43.062877,-87.9279037,53206,1
53204,36530,42.156878,-87.8710863,60015,1
53188,5317,32.9112562,-96.8758046,75234,1
53215,26986,43.0451424,-87.9393587,53233,2
53206,14858,44.8103763,-91.4994402,54701,1
53212,19304,43.0012827,-88.0511015,53227,1
53206,36980,43.1479775,-87.9791231,53223,1
53209,34866,43.5848565,-88.4381546,53048,1
53227,27634,43.0597659,-88.0747716,53005,1
nan,28433,43.0484209,-87.9797328,53208,1
53405,29679,42.726192,-87.7829817,53403,1
53215,27890,43.03733013,-87.92320041,53233,1
53209,27338,43.1389387,-87.9528365,53209,1
53216,37415,43.088674,-89.5263264,53562,1
53204,26915,43.03884557,-87.91469278,53203,2
53189,28397,43.0210082,-87.9968633,53214,2
53228,27055,43.0395821,-87.9198778,53233,1
55921,18031,40.0462053,-82.8663252,43230,1
54601,11940,43.8044697,-91.2436283,54601,1
54669,7489,43.8838955,-91.2309818,54650,3
53227,27229,43.0147049,-88.0016685,53214,1
53208,12735,43.0333532,-88.1698993,53186,1
53222,28193,43.0210082,-87.9968633,53214,1
53206,28506,43.0658628,-87.9121427,53212,1
53212,27086,43.0716492,-87.9151843,53212,1
53404,12085,43.0835215,-89.3643879,53703,1
53072,37477,43.0395821,-87.9198778,53233,1
53121,30757,42.85666526,-88.32699927,53120,1
53221,28114,43.0383969,-87.947036,53233,1
53206,27552,43.0890466,-87.920121,53206,1
53210,584,44.5011765,-88.0121586,54301,1
54636,31458,43.8112152,-91.2446624,54601,1
54601,14279,43.8149618,-91.2504499,54601,1
53207,28482,43.0198308,-87.9186945,53204,1
54669,11345,43.9052348,-91.0804298,54669,1
53212,27620,42.9528004,-87.8493737,53110,1
53210,29410,43.0503087,-87.9430539,53205,1
53208,22046,44.2351411,-88.3832967,54915,1
53218,34736,43.0901002,-87.9661372,53216,1
53225,29697,43.1116189,-87.9641853,53209,1
53209,28122,43.089598,-87.9634581,53216,1
53110,28153,43.0386745,-87.9199844,53203,1
53227,28502,42.988534,-87.8924671,53207,1
53222,27084,43.1188947,-87.9982818,53218,1
53208,27754,43.0054478,-87.9758952,53219,1
53225,27102,43.3185059,-87.9289788,53024,1
53215,28622,43.0607703,-87.934476,53205,1
53205,29588,43.0392652,-87.9152463,53203,1
53209,30121,43.0641205,-87.96717239,53233,1
53210,19961,43.0741802,-89.4611365,53705,1
53130,20039,43.0718225,-89.3816961,53703,1
53223,29210,43.0415872,-87.9240961,53233,1
53228,28127,43.3770743,-88.4380492,53027,1
53206,29058,43.1648821,-88.0055004,53223,1
