ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
55,Wisconsin,WI,55001,Adams,55001,"Adams County, Wisconsin",645.6459629,20208,0,17809,95,9111,264,4291,407,492,95,2415,189,2035,197,924,142,5949,44,2962,41,4050,231,180,51,177,83,2024,200,385,91,3654,237,159,52,391,73,1155,188,22.5,2.1,5.8,1.1,26.5,1.9,12.6,1.2,4.8,0.7,29.4,0.2,14.7,0.2,21.2,1.2,2,0.6,0.9,0.4,10,1,2.2,0.5,20.5,1.3,1.7,0.6,4.3,0.8,5.7,0.9,0.7606,0.9577,0.338,0.9859,0.2958,3.338,0.8169,0.9577,0,1,0,0.6338,2.5915,0.6056,0.6056,0.6056,0.6056,0.1549,1,0.5915,0.338,0.9296,3.014,0.7746,9.5491,0.8169,0,1,0,1,0,2,1,0,1,0,0,2,0,0,0,1,0,0,1,2,6,16000,3345,365,524,68,836,0,143,27,147,46,3,6,334,110,37,37,17.6,0.2,2.6,0.3,4.1,0,0.7,0.1,0.7,0.2,0,0.1,1.7,0.5,0.2,0.2
55,Wisconsin,WI,55003,Ashland,55003,"Ashland County, Wisconsin",1044.969151,15524,0,9657,89,6483,209,4349,425,451,109,1674,200,717,130,767,138,3023,20,3417,37,2638,255,323,98,12,58,2746,1433,459,110,725,109,93,35,505,104,598,184,29.2,2.8,5.8,1.4,25.8,3,6.7,1.2,5,0.9,19.5,0.1,22,0.2,17.2,1.6,5,1.5,0.1,0.4,17.7,9.2,4.8,1.1,7.5,1.1,1.4,0.5,7.8,1.6,3.9,1.2,0.9859,0.9577,0.1972,0.3239,0.3803,2.845,0.6479,0.5211,0.6901,0.9014,0.5352,0.0563,2.7041,0.6901,0.8732,0.8732,0.8732,0.507,0.7465,0.4225,0.9155,0.8028,3.3943,0.9014,9.8166,0.8732,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,4,16872,2537,394,119,15,464,0,87,32,1425,142,87,43,564,143,0,0,17,0.2,0.8,0.1,3,0,0.6,0.2,9.2,0.9,0.6,0.3,3.6,0.9,0,0.1
55,Wisconsin,WI,55005,Barron,55005,"Barron County, Wisconsin",863.046623,45182,0,24230,81,19059,317,10268,836,651,166,4878,409,3025,280,3406,459,9907,63,9792,0,5971,409,1063,195,229,116,3244,415,1014,199,1361,179,365,131,1122,220,769,109,23.2,1.9,2.9,0.7,25.6,2.1,9.4,0.9,7.6,1,21.9,0.1,21.7,0,13.4,0.9,5.6,1,0.5,0.3,7.2,0.9,4.2,0.8,5.6,0.7,1.9,0.7,5.9,1.1,1.7,0.2,0.8169,0.3099,0.6338,0.8028,0.8169,3.3803,0.8592,0.6901,0.6479,0.5211,0.8169,0.338,3.014,0.8592,0.3944,0.3944,0.3944,0.4507,0.5211,0.7465,0.7042,0.4507,2.8732,0.6479,9.6619,0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45118,8674,734,654,168,1184,0,291,60,329,50,0,20,724,171,62,62,19.5,0.1,1.4,0.4,2.6,0,0.6,0.1,0.7,0.1,0,0.1,1.6,0.4,0.1,0.1
55,Wisconsin,WI,55007,Bayfield,55007,"Bayfield County, Wisconsin",1477.873768,15088,0,13375,183,7110,238,3099,226,291,56,1544,141,500,94,862,101,4223,15,2610,0,2576,191,195,46,21,55,2360,1483,195,64,907,92,151,46,260,65,126,58,20.7,1.5,4,0.8,21.7,1.8,4.3,0.8,5.8,0.7,28,0.1,17.3,0,17.2,1.3,2.7,0.6,0.1,0.4,15.6,9.8,1.5,0.5,6.8,0.7,2.1,0.6,3.7,0.9,0.8,0.4,0.6479,0.6901,0.1549,0.0563,0.493,2.0422,0.2676,0.9296,0.0845,0.9014,0.0282,0.0563,2,0.1831,0.8451,0.8451,0.8451,0.0704,0.662,0.8592,0.169,0.0423,1.8029,0.2113,6.6902,0.2817,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,10916,1692,201,46,23,331,0,77,12,1481,80,0,15,409,82,16,16,11.3,0,0.3,0.2,2.2,0,0.5,0.1,9.8,0.5,0,0.1,2.7,0.5,0.1,0.1
55,Wisconsin,WI,55009,Brown,55009,"Brown County, Wisconsin",530.0915501,262559,0,110414,242,106031,671,42348,2044,3977,542,23470,1186,13238,677,13486,1239,38859,56,62379,0,27310,1359,6671,677,5471,649,51892,5658,12894,855,1509,239,2065,357,5772,613,7348,601,16.6,0.8,2.8,0.4,22.1,1.1,7.5,0.4,5.2,0.5,14.8,0.1,23.8,0,10.5,0.5,6.3,0.6,2.2,0.3,19.8,2.2,11.7,0.8,1.4,0.2,1.9,0.3,5.4,0.6,2.8,0.2,0.3521,0.2958,0.9577,0.4225,0.3944,2.4225,0.4789,0.0845,0.8732,0.1408,0.9014,0.9859,2.9858,0.8451,0.9014,0.9014,0.9014,0.9437,0.0986,0.7465,0.6056,0.7042,3.0986,0.7887,9.4083,0.7746,0,0,1,0,0,1,0,0,0,1,1,2,1,1,1,0,0,0,0,1,5,303771,23883,1870,6605,461,23547,0,8216,394,5573,380,45,47,7661,739,245,245,9.4,0,2.5,0.2,9,0,3.1,0.1,2.1,0.1,0,0.1,2.9,0.3,0.1,0.1
55,Wisconsin,WI,55011,Buffalo,55011,"Buffalo County, Wisconsin",675.7907854,13087,0,6827,38,5751,97,2102,216,147,46,1453,164,779,114,767,121,2899,21,2668,10,1764,150,232,72,69,62,587,55,188,76,399,66,50,16,269,78,103,37,16.2,1.7,2.1,0.7,25.3,2.8,8.2,1.2,5.9,0.9,22.2,0.2,20.4,0.1,13.6,1.2,4,1.3,0.6,0.5,4.5,0.4,2.8,1.1,5.8,1,0.9,0.3,4.7,1.3,0.8,0.3,0.2817,0.0423,0.1127,0.5775,0.5211,1.5353,0.1549,0.7183,0.3662,0.5915,0.169,0.4225,2.2675,0.3944,0.0563,0.0563,0.0563,0.2113,0.5634,0.1127,0.4225,0.0423,1.3522,0.0704,5.2113,0.1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10390,1691,169,72,16,300,0,4,6,41,19,0,15,168,29,2,2,13,0,0.6,0.1,2.3,0,0,0.1,0.3,0.1,0,0.2,1.3,0.2,0,0.1
55,Wisconsin,WI,55013,Burnett,55013,"Burnett County, Wisconsin",821.5605179,15363,0,15680,185,7242,243,3538,282,390,93,1683,138,824,98,1113,157,4407,18,2698,0,2721,181,309,57,28,47,1471,540,152,38,1396,118,147,35,206,44,134,73,23.3,1.9,5.6,1.3,23.2,1.7,7,0.8,7.3,1,28.7,0.1,17.6,0,17.8,1.2,4.3,0.8,0.2,0.3,9.6,3.5,1,0.2,8.9,0.7,2,0.5,2.8,0.6,0.9,0.5,0.831,0.9155,0.2113,0.3662,0.7606,3.0846,0.7606,0.9437,0.1127,0.9437,0.2817,0.1127,2.3945,0.507,0.5775,0.5775,0.5775,0.0282,0.8028,0.8028,0,0.0986,1.7324,0.1831,7.789,0.4507,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,12130,2410,191,95,29,300,0,56,14,533,72,1,2,484,83,2,2,15.8,0.1,0.6,0.2,2,0,0.4,0.1,3.5,0.5,0,0.1,3.2,0.5,0,0.1
55,Wisconsin,WI,55015,Calumet,55015,"Calumet County, Wisconsin",318.2498114,50005,0,20942,73,19951,237,5489,692,629,168,3494,348,1757,259,1608,283,7438,47,11886,0,4433,342,1021,196,425,187,4729,349,929,202,377,87,208,80,620,158,228,43,11,1.4,2.2,0.6,17.5,1.7,5.1,0.8,3.2,0.6,14.9,0.1,23.8,0,8.9,0.7,5.1,1,0.9,0.4,9.5,0.7,4.4,1,1.8,0.4,1,0.4,3.1,0.8,0.5,0.1,0.0563,0.0986,0.507,0.1549,0.0141,0.8309,0.0282,0.1127,0.8732,0.0141,0.5915,0.6338,2.2253,0.338,0.5634,0.5634,0.5634,0.4789,0.1268,0.1408,0.0282,0,0.7747,0,4.3943,0.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36670,3964,450,462,88,2198,0,1185,121,253,37,1,2,532,147,98,98,8,0.9,0.9,0.2,4.4,0,2.4,0.2,0.5,0.1,0,0.1,1.1,0.3,0.2,0.2
55,Wisconsin,WI,55017,Chippewa,55017,"Chippewa County, Wisconsin",1008.35499,64175,0,28626,136,26044,295,11498,1081,866,238,6012,517,3230,367,3216,413,11416,46,14190,0,6970,453,1249,246,273,131,4311,364,1406,271,956,127,328,107,1025,216,2826,294,18.8,1.8,2.6,0.7,23.1,2,7.1,0.8,5.2,0.7,17.8,0.1,22.1,0,11.3,0.7,4.8,0.9,0.5,0.2,6.7,0.6,4.9,0.9,3.3,0.4,1.3,0.4,3.9,0.8,4.4,0.5,0.4648,0.2394,0.662,0.3944,0.3944,2.155,0.3239,0.3239,0.7042,0.1972,0.3803,0.338,1.9436,0.1408,0.3662,0.3662,0.3662,0.5352,0.2535,0.338,0.2254,0.8451,2.1972,0.3521,6.662,0.2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56042,6317,689,970,160,1185,0,893,118,204,68,2,4,1051,227,6,6,10.3,0.1,1.5,0.3,1.8,0,1.4,0.2,0.3,0.1,0,0.1,1.6,0.4,0,0.1
55,Wisconsin,WI,55019,Clark,55019,"Clark County, Wisconsin",1209.697013,34668,0,15215,91,12914,171,8006,439,498,91,2564,167,3684,192,6981,453,5714,17,10245,0,4021,199,617,89,639,104,2660,148,459,84,1039,109,461,76,1169,112,587,166,23.6,1.3,3,0.6,19.9,1.3,17,0.9,20.4,1.3,16.5,0.1,29.6,0,11.8,0.6,4.8,0.7,2,0.3,7.7,0.4,3,0.6,6.8,0.7,3.6,0.6,9.1,0.9,1.7,0.5,0.8592,0.3521,0.3803,1,0.9859,3.5775,0.9296,0.1831,0.9859,0.2817,0.3803,0.9718,2.8028,0.7465,0.4366,0.4366,0.4366,0.2676,0.662,0.9859,0.9718,0.4507,3.338,0.8873,10.1549,0.9155,0,0,0,1,1,2,0,1,0,0,1,2,0,0,0,0,1,1,0,2,6,27509,9285,494,78,33,1752,0,90,37,71,31,0,20,542,55,127,127,27.2,0.1,0.2,0.1,5.1,0,0.3,0.1,0.2,0.1,0,0.1,1.6,0.2,0.4,0.3
55,Wisconsin,WI,55021,Columbia,55021,"Columbia County, Wisconsin",765.5461548,57331,0,26878,131,24336,301,7602,668,894,161,5096,405,2719,288,2935,423,10215,55,12227,0,6398,520,1256,227,372,156,4531,291,1443,222,830,146,343,127,971,172,1408,231,13.6,1.2,2.9,0.5,20.9,1.6,6.7,0.7,5.2,0.8,17.8,0.1,21.3,0,11.4,0.9,5.2,0.9,0.7,0.3,7.9,0.5,5.4,0.8,3.1,0.5,1.4,0.5,4,0.7,2.5,0.4,0.1127,0.3099,0.6479,0.3239,0.3944,1.7888,0.1972,0.3239,0.5493,0.2535,0.662,0.5493,2.338,0.4648,0.4507,0.4507,0.4507,0.5915,0.2254,0.4225,0.2535,0.6197,2.1126,0.3239,6.6901,0.2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52025,7231,767,946,112,2063,0,462,64,223,64,2,4,820,136,15,15,12.9,0.1,1.7,0.2,3.6,0,0.8,0.1,0.4,0.1,0,0.1,1.4,0.2,0,0.1
55,Wisconsin,WI,55023,Crawford,55023,"Crawford County, Wisconsin",570.6475301,16155,0,8999,123,6676,192,3369,374,191,38,1431,139,962,114,1073,191,3777,39,3207,68,2001,174,270,62,100,82,952,136,318,89,1190,122,90,35,476,112,797,278,21.9,2.4,2.6,0.5,21.4,2,8.2,1,7,1.2,23.4,0.2,19.9,0.4,13,1.1,4,0.9,0.6,0.5,5.9,0.8,3.5,1,13.2,1.4,1.3,0.5,7.1,1.6,4.9,1.7,0.7183,0.2394,0.0986,0.5775,0.7183,2.3521,0.4507,0.7746,0.3099,0.493,0.169,0.4225,2.169,0.3099,0.2113,0.2113,0.2113,0.3521,0.9577,0.338,0.9014,0.9014,3.4506,0.9296,8.183,0.5211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,15230,2778,391,307,80,269,0,88,29,35,33,0,15,253,99,0,0,18.1,0.3,1.9,0.5,1.7,0,0.5,0.2,0.2,0.2,0,0.1,1.6,0.6,0,0.1
55,Wisconsin,WI,55025,Dane,55025,"Dane County, Wisconsin",1196.491143,542459,0,236202,314,226600,878,83765,3506,7835,736,60712,1968,13670,943,19545,1591,74439,15,110477,52,47458,1961,12513,937,7221,876,115349,2902,58671,1833,2046,372,3575,523,18262,1438,13827,662,15.8,0.7,2.5,0.2,26.8,0.9,3.8,0.3,3.6,0.3,13.7,0.1,20.4,0,8.8,0.4,5.5,0.4,1.4,0.2,21.3,0.5,24.8,0.8,0.9,0.2,1.6,0.2,8.1,0.6,2.5,0.1,0.2394,0.2113,0.9859,0.0282,0.0563,1.5211,0.1408,0.0282,0.3662,0,0.7746,0.9155,2.0845,0.2676,0.9155,0.9155,0.9155,1,0.0423,0.5634,0.9296,0.6197,3.155,0.8451,7.6761,0.4085,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,2,5,626014,38256,2379,25673,1175,35232,0,32033,951,1313,214,198,76,18530,1627,2370,2370,7.2,0,4.7,0.2,6.5,0,5.9,0.2,0.2,0.1,0,0.1,3.4,0.3,0.4,0.2
55,Wisconsin,WI,55027,Dodge,55027,"Dodge County, Wisconsin",875.6985376,87569,0,37942,185,35007,378,12535,1011,1965,257,7944,525,5604,515,3234,472,15508,185,17378,0,9771,547,1878,274,472,178,9148,416,3219,396,1390,153,355,103,1903,318,3910,371,15.1,1.2,4.1,0.5,22.7,1.5,8.8,0.8,3.9,0.6,17.7,0.2,19.8,0,11.7,0.7,5.4,0.8,0.6,0.2,10.4,0.5,8.5,1,3.7,0.4,1,0.3,5.4,0.9,4.5,0.4,0.1972,0.7465,0.7606,0.7042,0.1127,2.5212,0.5211,0.2958,0.2676,0.2676,0.7465,0.4225,2,0.1831,0.6338,0.6338,0.6338,0.7465,0.2958,0.1408,0.6056,0.8592,2.6479,0.5634,7.8029,0.4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77128,8889,822,2362,201,4387,0,535,96,248,90,62,66,1521,239,33,33,10.6,0,2.7,0.2,5,0,0.6,0.1,0.3,0.1,0.1,0.1,1.7,0.3,0,0.1
55,Wisconsin,WI,55029,Door,55029,"Door County, Wisconsin",481.96241,27621,0,25024,93,13429,353,3851,495,503,125,3078,346,957,167,1056,206,8221,50,4510,65,3664,327,643,175,171,79,1791,243,1351,185,1554,214,188,70,516,179,334,125,14.1,1.8,3.5,0.9,22.9,2.5,4.4,0.8,3.9,0.7,29.8,0.2,16.3,0.2,13.4,1.2,4.8,1.3,0.6,0.3,6.5,0.9,5.4,0.7,6.2,0.9,1.4,0.5,3.8,1.3,1.2,0.5,0.1408,0.5634,0.4366,0.0704,0.1127,1.3239,0.0704,0.9718,0.0423,0.5211,0.3803,0.4225,2.338,0.4648,0.3239,0.3239,0.3239,0.5915,0.6197,0.4225,0.1972,0.2113,2.0422,0.2817,6.028,0.169,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26338,3545,431,123,81,918,0,135,45,184,73,0,17,398,123,33,33,13,0.1,0.4,0.3,3.3,0,0.5,0.2,0.7,0.3,0,0.1,1.4,0.4,0.1,0.1
55,Wisconsin,WI,55031,Douglas,55031,"Douglas County, Wisconsin",1304.270877,43497,0,23263,161,18994,293,8307,723,912,159,4530,326,1956,283,2520,285,8079,36,8587,0,6341,480,1392,206,171,88,3975,834,1527,257,1297,139,212,88,1317,216,1138,208,19.6,1.7,4,0.7,23.8,1.7,6.3,0.9,5.9,0.7,18.6,0.1,19.7,0,14.8,1.1,7.3,1.1,0.4,0.2,9.1,1.9,6.6,1.1,5.6,0.6,1.1,0.5,6.9,1.2,2.6,0.5,0.5775,0.6901,0.6056,0.2535,0.5211,2.6478,0.5634,0.4366,0.2535,0.7183,0.9437,0.2958,2.6479,0.6479,0.5211,0.5211,0.5211,0.6479,0.5211,0.2113,0.8732,0.6761,2.9296,0.7324,8.7464,0.6901,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,37680,5646,542,543,152,730,0,543,64,778,131,0,20,1193,230,188,188,13.3,0.1,1.2,0.3,1.7,0,1.2,0.1,1.8,0.3,0,0.1,2.7,0.5,0.4,0.2
55,Wisconsin,WI,55033,Dunn,55033,"Dunn County, Wisconsin",850.1590903,45029,0,18571,146,17124,267,9160,691,831,152,4459,366,1800,241,3021,507,7004,34,8814,0,5475,372,642,104,329,123,3431,188,1230,278,1839,179,296,83,813,174,3688,303,22.2,1.7,3.4,0.6,26,2.1,6.5,0.9,6.8,1.1,15.6,0.1,19.6,0,12.3,0.8,3.7,0.6,0.8,0.3,7.6,0.4,6.6,1.5,9.9,1,1.7,0.5,4.7,1,8.2,0.7,0.7324,0.5352,0.5915,0.2958,0.6901,2.845,0.6479,0.1408,0.2394,0.3662,0.1268,0.5775,1.4507,0.0141,0.4225,0.4225,0.4225,0.6479,0.8451,0.5915,0.4225,1,3.507,0.9577,8.2252,0.5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,42085,4871,683,276,55,888,0,1353,102,79,33,22,35,781,118,32,32,11.8,0.1,0.6,0.1,2,0,3,0.2,0.2,0.1,0,0.1,1.7,0.3,0.1,0.1
55,Wisconsin,WI,55035,Eau Claire,55035,"Eau Claire County, Wisconsin",637.9220592,104132,0,44419,161,41602,437,18715,1200,2290,339,9900,675,3263,382,7423,947,16058,103,21108,0,13803,1155,2193,351,786,249,11229,997,3794,536,1293,225,699,200,2697,405,3992,333,18.7,1.2,3.9,0.6,23.8,1.6,4.9,0.6,7.2,0.9,15.4,0.1,20.3,0,13.3,1.1,5.3,0.8,0.8,0.3,10.8,1,8.5,1.2,2.9,0.5,1.7,0.5,6.5,1,3.8,0.3,0.4366,0.6479,0.8028,0.1127,0.7324,2.7324,0.6197,0.1268,0.3521,0.507,0.7042,0.5775,2.2676,0.4085,0.6761,0.6761,0.6761,0.7465,0.1972,0.5915,0.8169,0.7887,3.1408,0.8028,8.8169,0.7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116824,8808,984,1167,226,2662,0,4001,577,330,118,381,432,2494,499,194,194,8.8,0,1.1,0.2,2.6,0,3.8,0.6,0.3,0.1,0.4,0.4,2.4,0.5,0.2,0.2
55,Wisconsin,WI,55037,Florence,55037,"Florence County, Wisconsin",488.1226797,4312,0,4854,117,2038,97,849,137,115,46,429,113,239,63,311,123,1136,43,666,28,770,125,65,30,0,36,119,56,42,21,552,100,57,25,95,48,52,76,20,3.2,5.7,2.2,21.1,5.5,6.9,1.8,7.3,2.9,26.3,1,15.4,0.6,18.1,2.9,3.2,1.5,0,0.9,2.8,1.3,0.9,0.4,11.4,2,2.8,1.2,4.7,2.3,1.2,1.8,0.6197,0.9437,0.0141,0.3521,0.7606,2.6902,0.6056,0.9014,0.0282,0.9577,0.0704,0,1.9577,0.1549,0,0,0,0.0141,0.9014,0.9577,0.4225,0.2113,2.507,0.4648,7.1549,0.338,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,0,0,2,5,2607,705,170,28,35,19,16,0,9,15,14,0,9,57,35,0,0,16.5,0.3,0.6,0.8,0.4,0.4,0,0.5,0.3,0.3,0,0.5,1.3,0.8,0,0.5
55,Wisconsin,WI,55039,Fond du Lac,55039,"Fond du Lac County, Wisconsin",719.5656541,102654,0,45338,206,41890,463,14333,1322,1970,366,8465,648,5515,440,4211,530,18843,73,21949,0,12141,822,2107,328,608,214,11670,788,4588,503,1694,246,463,170,2489,363,3447,378,14.4,1.3,3.6,0.7,20.2,1.5,7.7,0.6,4.2,0.5,18.4,0.1,21.4,0,12,0.8,5,0.8,0.6,0.2,11.4,0.8,10.1,1.1,3.7,0.5,1.1,0.4,5.9,0.9,3.4,0.4,0.169,0.5915,0.7887,0.4648,0.1972,2.2112,0.338,0.3944,0.5775,0.3239,0.5352,0.4225,2.2535,0.3662,0.7183,0.7183,0.7183,0.9014,0.2958,0.2113,0.7042,0.7606,2.8733,0.6761,8.0563,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,97354,11172,1125,1429,251,5537,0,1208,322,422,106,35,50,2312,310,727,727,11.3,0,1.4,0.2,5.4,0,1.2,0.3,0.4,0.1,0,0.1,2.3,0.3,0.7,0.4
55,Wisconsin,WI,55041,Forest,55041,"Forest County, Wisconsin",1014.243053,9003,0,9238,79,3929,133,2226,214,193,52,857,103,659,102,785,105,2101,21,1784,13,1407,121,188,49,14,47,2013,1256,141,43,959,106,72,30,181,48,318,158,25.4,2.4,4.9,1.3,21.8,2.5,10.2,1.6,9,1.2,23.3,0.2,19.8,0.1,16,1.3,4.8,1.2,0.2,0.6,22.4,14,1.5,0.5,10.4,1.1,1.8,0.8,4.6,1.2,3.5,1.8,0.9577,0.8451,0.0563,0.8873,0.9437,3.6901,0.9718,0.7606,0.2676,0.7887,0.3803,0.1127,2.3099,0.4225,0.9296,0.9296,0.9296,0.0704,0.8732,0.7042,0.4085,0.7746,2.8309,0.6197,9.7605,0.8592,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8233,1517,266,91,108,247,0,42,15,1246,121,0,13,334,114,53,53,17.5,0.3,1,1.2,2.7,0,0.5,0.2,13.8,1.3,0,0.2,3.7,1.3,0.6,0.4
55,Wisconsin,WI,55043,Grant,55043,"Grant County, Wisconsin",1146.878263,51570,0,22197,176,19655,272,11889,668,800,180,4390,341,2582,197,3336,429,8883,20,10700,0,5642,332,893,168,163,84,2748,157,1782,260,1323,140,364,99,1249,191,3725,408,24.8,1.4,3,0.7,22.3,1.7,8.1,0.6,6.6,0.9,17.2,0.1,20.7,0,11.2,0.7,4.5,0.9,0.3,0.2,5.3,0.3,8,1.2,6,0.6,1.9,0.5,6.4,1,7.2,0.8,0.9296,0.3521,0.5775,0.5634,0.6338,3.0564,0.7324,0.2676,0.4507,0.1831,0.338,0.2394,1.4788,0.0282,0.1268,0.1268,0.1268,0.7324,0.5915,0.7465,0.8028,0.9718,3.845,1,8.507,0.6479,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,46776,8107,783,794,71,944,0,501,41,52,30,0,22,414,117,43,43,16.9,0.1,1.5,0.1,1.8,0,1,0.1,0.1,0.1,0,0.1,0.8,0.2,0.1,0.1
55,Wisconsin,WI,55045,Green,55045,"Green County, Wisconsin",584.0438216,36790,0,16097,70,15240,168,5615,537,675,174,3360,324,2020,237,1601,278,6858,32,8146,25,4467,383,924,170,295,125,2174,138,810,202,633,131,204,66,739,185,400,86,15.5,1.5,3.3,0.8,22,2.1,7.7,0.9,4.4,0.8,18.6,0.1,22.1,0.1,12.3,1.1,6.1,1.1,0.8,0.4,5.9,0.4,5,1.3,3.9,0.8,1.3,0.4,4.8,1.2,1.1,0.2,0.2113,0.4789,0.4789,0.4648,0.2394,1.8733,0.2254,0.4366,0.7042,0.3662,0.8873,0.5775,2.9718,0.8169,0.2113,0.2113,0.2113,0.5634,0.338,0.338,0.4648,0.169,1.8732,0.2394,6.9296,0.2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31609,4509,458,201,57,1184,0,101,49,81,27,9,12,578,80,20,20,12.4,0,0.5,0.2,3.2,0,0.3,0.1,0.2,0.1,0,0.1,1.6,0.2,0.1,0.1
55,Wisconsin,WI,55047,Green Lake,55047,"Green Lake County, Wisconsin",349.5438456,18807,0,10756,69,8024,163,4001,399,273,71,1817,196,1241,158,1548,247,4144,24,4174,21,2772,235,411,113,175,73,1507,131,515,120,605,98,131,37,674,148,271,125,21.6,2.2,3,0.7,22.6,2.4,9.3,1.2,8.3,1.3,22,0.1,22.2,0.1,14.9,1.2,5.1,1.4,1,0.4,8,0.7,4.8,1.1,5.6,0.9,1.6,0.5,8.4,1.8,1.4,0.7,0.7042,0.3521,0.2535,0.7887,0.8873,2.9858,0.7183,0.7042,0.7465,0.7324,0.5915,0.7183,3.4929,1,0.4648,0.4648,0.4648,0.507,0.5211,0.5634,0.9577,0.3662,2.9154,0.7042,9.8589,0.8873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,16246,3586,381,170,77,966,0,54,52,47,30,0,15,257,77,13,13,19.3,0.1,0.9,0.4,5.1,0,0.3,0.3,0.2,0.2,0,0.1,1.4,0.4,0.1,0.1
